year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2010,52541,라스트 에어벤더,판타지, 액션, 모험, 가족,M. 나이트 샤말란,노아 링어, 잭슨 라스본, 니콜라 펠츠,100여 년 동안 물의 부족, 흙의 왕국, 불의 제국, 공기의 유목민 4대 제국은 불의 제국이 일으킨 전쟁으로 평화로운 균형을 잃게 된다. 이에 사람들은 물, 불, 흙, 공기를 상징하는 4개의 원소를 모두 다룰 줄 아는 유일한 존재인 아바타가 나타나 평화를 되찾아 주기를 기다린다. 어느날, 물의 부족인 카타라와 소카 남매는 빙하속에 갇혀 있는 아바타인 공기의 유목민 출신 아앙을 구해주지만 곧 불의 제국 왕자인 주코에게 쫒기게 된다. 아바타의 운명을 가진 아앙은 카타라, 소카 남매와 함께 4가지 원소를 다루는 법을 배우기 위한 여정을 떠나게 되는데...,,,,,,,
2010,75467,라스트 엑소시즘,공포, 스릴러,다니엘 스탬,패트릭 파비언, 애슐리 벨,3대째 엑소시즘을 이어온 마커스 목사는 엑소시즘의 실체를 밝히기 위해 다큐멘터리 촬영팀과 함께 악령에 씌인 소녀를 찾아간다. 그들은 소녀에게 행한 첫 엑소시즘이 성공적으로 끝났다고 생각했지만, 예기치 못한 사건으로 다시 한 번 엑소시즘을 시도해야 하는 상황에 마주하게 된다. 그리고 바로 그 날, 현장에 촬영팀과 마커스 목사는 충격적인 장면을 목격하게 되고 카메라는 이 모든 것을 담게 되는데… 한번도 보지 못했던 것을 찍어낸 이 필름이 드디어 공개된다!!,,,,,,,,,,,,,,,,
2010,77920,라이브 인 3D 휘성 : 잇츠 리얼,공연실황,정성복,휘성,〈IT'S REAL〉에서는 3D 공연 영상물이 나오기까지의 과정을 기획부터, 공연. 그리고 공연장 빽 스테이지, 공연 후까지 풀 스토리를 메이킹 필름 형태로 담고 있다. 씨네라이브 제 1탄의 주인공은 바로 휘성. 그 동안 무대 위에서 늘 완벽한 모습만 보이려고 노력했던 가수 휘성이 데뷔 9년만에 껍질을 벗고, 일상의 소소한 모습까지 모두 공개 했다. 씨네라이브를 처음 기획하면서부터, 스텝과 콘티 회의, 리허설 모습 뿐 아니라, 집에서 소소한 일상, 작사가로서의 모습, 지인들과의 털털한 모습등 20대 평범한 남자로서의 휘성까지 모두 담겨져 있다. 그 동안 방송을 통해서, 한번도 공개되지 않은 집과 일상의 모습과 또한 주변 지인들의 인터뷰를 통해, <리얼한 휘성>의 모습을 모두 담아내고 있다.,,,,,,,,,,
2010,52311,라임라이프,코미디, 드라마,데릭 마티니,알렉 볼드윈, 키에란 컬킨, 로리 컬킨,사랑에 눈뜬 첫사랑 커플과, 사랑이 시든 그들 두 가족의 수상한 이야기! 롱아일랜드의 훈남인 내 이름은 ‘스캇’! 곧 있을 성인식을 치르고 나면, 나는 진정한 남자가 돼. 그 날 함께 보낼 여자친구는 있냐고? 음.. 아마도…? 어린 시절부터 절친인 ‘아드리아나’를 짝사랑 중인데 쉽지가 않아. 갑자기 나한테 가슴을 보여주고 내 마음을 흔들어놓더니 막상 데이트 신청을 하면 내가 남동생 같다고 튕기는 거야. 그녀 마음을 도통 모르겠다니깐! 그런데 지금 훨씬 큰 문제가 일어난 것 같아. 아빠랑 아드리아나의 멋쟁이 엄마 사이가 심상치 않은 눈치거든. 일광욕실을 손본다던 두 분이 왜 지하실에서 나오는 거지? 아무리 친한 동료라지만 뭔가 수상하잖아. 엄마는 이 사태를 아는지 모르는지 온종일 정원만 가꾸고, 군대에서 휴가 나온 형은 쉬쉬하며 엄마 기분만 맞춰주고 있어. 명사수였던 아드라아나의 아빠는 약도 없다는 ‘라임병’에 걸려 찬밥 신세지만 뭔가 눈치를 챈 거 같은 불길한 예감이 들어. 정말 두 집안에 엄청난 일이 생기지는 않을지 아슬아슬해!,,,,,,,,,,,,,,
2010,52790,락앤롤 보트,코미디, 드라마, 멜로/로맨스,리차드 커티스,필립 세이모어 호프만, 빌 나이, 리스 이판,1960년대 북해 한복판에 떠 있는 해적 방송선 라디오 락호. 자유로이 음악방송을 하기 위해 모인 내로라하는 디제이들과 선장이자 방송국을 운영하는 쿠엔틴은 당국의 감시를 피해 24시간 신 나게 락음악을 전파하며 폭발적인 인기를 누리고 있다. 이 해적 방송을 저지하려고 고심하던 당국자는 방법을 찾게 되고, 라디오 락호는 전복될 위기에 처하고 마는데...,,,,,,,,,,,,,,,
2010,66796,러브 송,드라마, 뮤지컬,크리스토프 오노레,루이스 가렐, 루디빈 사니에, 클로틸드 헤스메,이스마엘과 여자 친구 줄리, 그리고 그 둘과 기묘한 우정(!)을 나누는 알리스는 자유분방한 파리의 신세대. 그러던 중 사고로 줄리가 죽고, 실의에 빠진 이스마엘은 예상치 못했던 또 다른 사랑을 맞닥뜨리게 된다. &amp;lt내 어머니&amp;gt로 국내에도 잘 알려진 크리스토프 오노레의 자유분방함이 환상적인 뮤지컬 장면들로 전개된다. (Ismael, his girlfriend Julie and their mutual friend Alice share mixed emotions in their unusual relationship. Attacked from sudden loss of Julie by accident, Ismael can't excape from deep grief until he faces unexpected love. Christophe's constant interest of sexuality melt into great musical sequences.),,,,,,,,,,,,,
2010,62952,러브 인 샌프란시스코,드라마, 멜로/로맨스,폴 마예다 베르제,아이쉬와라 라이, 딜란 맥더모트,향료로 병을 치유하는 고대 기술을 가진 젊은 인도 여성의 이야기. 타고난 예지력으로 타인의 과거와 미래를 꿰뚫어보는 능력을 지닌 틸로는 스파이스(향신료)를 써서 타인의 부족함을 채워주는 스파이스의 여제로 훈련 받으며 수천 가지의 향신료를 자유자재로 다룰 줄 알고 스파이스의 마법을 전수받아 자신에게 도움을 구하러 오는 사람들을 돕지만 자신의 욕망은 철저하게 억눌러야 하는 운명을 지녔다. 샌프란시스코에서 ‘스파이스 바자’라는 향신료 가게를 연 틸로는 손님이 찾아오면 스파이스의 음성을 듣고 손님에게 꼭 필요한 맞춤형 치료제를 만들어준다. 스파이스의 힘을 빌어 사람들을 도울 땐 꼭 지켜야 하는 세 가지 규칙이 있다. 스파이스의 힘은 반드시 남을 위해서만 사용해야 한다. 타인과 살이 닿는 일은 절대로 만들어선 안 된다. 그리고 가게 밖으로 나가선 안 된다는 것. 어느 날, 틸로의 가게 앞에서 모터 사이클 충돌 사고가 나고 더그가 부상을 당한다. 잘 생긴 미남이지만 수수께끼 같이 묘한 분위기를 풍기는 더그를 틸로는 가게 안으로 불러 치료를 해 주고 틸로는 난생 처음, 여제로서가 아닌 한 여자로서 욕망을 느끼게 되지만 여제로서의 규칙 때문에 계속 갈등하게 되는데..,,,,,,,,,,,,,,,,
2010,67768,러블리 본즈,범죄, 드라마, 판타지, 스릴러,피터 잭슨,마크 월버그, 레이첼 와이즈, 시얼샤 로넌,기다려 왔던 첫 데이트 신청을 받고 들뜬 마음을 감추지 못하는 14살 소녀 수지. 그러나 수지는 학교에서 돌아오던 어느 겨울날, 첫 데이트를 앞두고 이웃집 남자에 의해 살해된다. 돌아오지 않는 수지를 기다리던 가족들은 그녀가 살해되었다는 경찰의 이야기를 받아들이지 못하고 고통 속에서 힘겨워 한다. 누구보다 사랑했던 첫째 딸을 잃은 아버지 '잭 새먼'은 경찰이 잡지 못하고 포기한 살인범을 찾기 위해 인생의 모든 것을 버려둔 채 집착 속에서 하루하루를 보내고, 아름답고 똑똑한 엄마이자 아내였던 '에비게일'은 비극의 무게를 끝내 견디지 못하고 가족의 곁을 떠나가고 만다. 그리고, 14살의 나이에 예기치 못한 비극을 맞이한 수지의 영혼은 천상으로 떠나지 못하고 지상과 천상의 '경계(In-Between)'에서 남겨진 사람들의 삶을 지켜보게 된다. 고통과 절망 속에 빠진 사랑하는 가족과 자신의 첫사랑. 그리고 살인범의 모습까지... 14살 소녀의 예기치 못한 죽음. 그리고 남겨진 가족들. 삶의 끝에서 만난 새로운 세상, 사랑은 아픔으로 더 단단해진다!,,,,,,,,,,,
2010,72337,러블리, 스틸,드라마, 멜로/로맨스,니콜라스 패클러,마틴 랜도, 엘렌 버스틴, 아담 스콧,감성을 촉진하는 엣지 로맨스가 시작 된다!!! 노총각계의 전설, 엣지있는‘로버트’언제나 규칙적인 생활패턴과 흐트러짐이 없는 그에게 당돌한 여자'메리'가 나타났다. 당돌하지만 너무나 사랑스러운 ‘메리’첫 만남부터 다짜고짜 데이트를 신청하면서 달려드는 그녀. 거부할 수 없는 메리의 매력에 빠진 로버트는 생애 첫 데이트를 하게 된다. 완벽주의 엣지 노총각답게 함께 일하는 동료들에게 첫 데이트 노하우를 전수받고 모든 준비를 마친 ‘로버트’ 생애 첫 데이트에 마냥 설레기만한‘로버트’와 신비로운 ‘메리’의  엣지 로맨스가 시작된다. 하지만 그녀에게는 로버트가 모르는 엄청난 비밀이 숨겨져 있는데..... 우리의 순진남 '로버트'의 첫 데이트는 과연 성공?!,,,,,,,,,,,,,,,
2010,76109,런닝,구,드라마,이동윤,백성현, 박민영, 유연석,러닝셔츠 한 장만 걸치고 세상에 도전하는 사람들의 이야기를 그린 드라마,,,,,,,,,,,,,,,,,
2010,66361,런어웨이즈,드라마,플로리아 시지스몬디,크리스틴 스튜어트, 다코타 패닝,데뷔 I 아무도 몰랐던 그녀들의 뜨거운 열정, 그들이 뭉쳤다! 자신의 불우한 가정환경이 지겨워 늘 탈출을 꿈꾸는 14살의 체리 커리. 락커를 꿈꾸며 기타를 배우지만 여자에겐 포크송 만을 가르치는 세상이 못마땅한 조안 제트. 자신들을 이해하지 못했던 조안과 체리의 세상을 향한 열정은 ‘런어웨이즈’라는 파워풀한 락밴드의 결성으로 분출구를 찾기 시작한다! 폭발 I 인기를 넘어선 신드롬, 신드롬을 넘어선 신화! 그룹 ‘런어웨이즈’는 남자들에게 뒤지지 않는 파워풀한 음악으로 매스컴과 팬들의 뜨거운 관심을 받는 가장 핫한 밴드로 떠오른다. 10대들로 구성된 어린 소녀들의 뜨거운 반란은 신드롬을 넘어서 신화로 불리며 폭발적인 반응을 이끌어낸다! 해체 I 모든 것을 가졌어도 채워지지 않는 것들. 그녀들이 깨지기 시작했다. 저항과 탈피의 상징이 되었던 체리와 조안, 멤버들은 성공했지만 체리는 시간이 지날수록 망가지기 시작하고 조안과의 관계도 어그러지기 시작한다. 그리고 일본에서 있었던 열광적인 공연 후에 체리와 조안의 관계는 악화일로를 걷기 시작하는데……,,,,,,,,,,,,,,,,
2010,75380,레고: 클러치 파워의 모험,애니메이션, 액션, 가족,하워드 E. 베이커,라이언 맥파틀린, 이본느 스트라호브스키,엑스포 행성 교도시설을 탈출한 은하계에서 가장 사악한 마법사 멀록, 중세 애쉴라 왕국의 황금검을 노린다. 황금검을 지키고 우주의 평화를 위해 레고시티 최정예 대원들이 뭉쳤다. 레고시티 최고의 탐험가 클러치 파워, 미모의 과학자 팩, 무기전문가 브릭, 그리고 레고팀 최고 실력의 기술자 버니. 사악한 마법사와 해골전사들과 맞선 중세시대부터 우주에 이르기까지 시공간을 넘나드는 위험한 모험이 시작된다.,,,,,,,,,,,,,
2010,74308,레드,액션,로베르트 슈벤트케,브루스 윌리스, 모건 프리먼, 존 말코비치,CIA 사상 최고의 특수요원 ‘프랭크’. 정체를 알 수 없는 무장 괴한들의 습격을 당한 그는 상상조차 하지 못할 거대한 위협을 직감하고, CIA 최고의 두뇌 ‘조’와 폭탄 전문가 ‘마빈’ 킬러계의 대모 ‘빅토리아’와 함께 힘을 합치기로 한다. 한편, CIA 특수 요원 ‘쿠퍼’는 살려두기에는 너무 위험한 실력자, 일명 ‘레드’를 제거하라는 특별 지령을 받고 이들을 맹추격하기 시작한다. 시시각각 찾아오는 무차별 공격 속에 CIA 사상 최고의 레전드팀 부활을 선언한 프랭크 일당은 자신들의 목숨을 노리는 CIA 조직을 향한 지상최대의 반격을 선포하는데…,,,,,,,,,,,,,,,
2010,72964,레이징 피닉스,액션, 멜로/로맨스,라샤네 림트라쿨,지자 야닌,아름답지만 거친 소녀 ‘데유’(지자 야닌). 어느 날 의문의 조직에게 납치당할 위험에 처하고 그녀를 구해준 ‘사님’(카주)으로 인해 그녀의 삶은 180도 달라진다. 이 사건으로 ‘데유’는 미처 알지 못했던 새로운 세계에 빠져들고, 그곳에서 같은 목표를 위해 싸우는 친구를 만나게 된다. 그녀를 돕는 친구들은 모두 ‘데유’를 납치하려 한 의문의 조직에게 사랑하는 사람을 잃은 경험이 있고 더 이상의 피해자를 막기 위해 함께 싸우기로 결심한다. 그들과 함께 고된 수련 과정을 견디는 ‘데유’는 조직의 실체를 파악하기 위해 스스로 미끼가 되기로 하고, 다시 한 번 납치 당하기를 기다리는데…,,,,,,,,,,,,,,,,,
2010,75028,레인보우,드라마,신수원,박현영, 백소명, 이미윤,영화감독의 꿈을 위해 다니던 직장을 과감히 그만두고 시나리오를 쓰기 시작한 지완. 수년 동안 시나리오를 고치고 또 고쳤지만 입봉의 길은 멀기만 하다. 어느 날 자포자기의 심정으로 운동장을 달리던 그녀는 물웅덩이 속에서 반짝이는 무지개를 본 뒤, 새 작품을 준비할 희망을 얻는다. 운명처럼 다가온 지완의 판타지 음악영화 <레인보우>는 과연, 만들어질 수 있을까. 감독의 자전적 경험이 반영된, 엑스트라 인생들을 향한 따뜻한 응원의 영화. 감독지망생의 고충을 리얼하고 재기 넘치게 그려냈다. 제23회 도쿄국제영화제  '아시아의 바람' 부문 초청.,,,,,,,,,,,,,,,
2010,53751,레지던트 이블 4: 끝나지 않은 전쟁 3D,액션, 공포, SF, 스릴러,폴 앤더슨,밀라 요보비치,엄브렐러 코퍼레이션의 T-바이러스가 전세계를 위험에 빠뜨리고, 인류의 마지막 희망 ‘앨리스’는 거대한 반격을 준비하지만 엄브렐라가 탄생시킨 새로운 크리쳐와 최강 언데드들은 상상 이상의 파워로 그들을 공격한다. T-바이러스의 비밀을 알고 있는 ‘크리스’에게 도움을 받아 위기에서 벗어난 ‘앨리스.’ 하지만 엄브렐러 코퍼레이션의 수장이자 초인적인 능력을 지닌 최강의 적 ‘웨스커’가 거대한 반격으로 그들을 위협하는데…,,,,,,,,,,,,,,,,
2010,61273,레터스 투 줄리엣,멜로/로맨스, 코미디,게리 위닉,아만다 사이프리드, 크리스토퍼 이건, 바네사 레드그레이브,작가 지망생 소피는 전세계 여성들이 비밀스런 사랑을 고백하는 ‘줄리엣의 발코니’에서 우연히 50년 전에 쓰여진 러브레터 한 통을 발견하고, 편지 속 안타까운 사연에 답장을 보낸다. 며칠 후, 소피의 눈 앞에 편지 속 주인공 클레어와 그녀의 손자 찰리가 기적처럼 나타나는데… 소피의 편지에 용기를 내어 50년 전 놓쳐버린 첫사랑 찾기에 나선 클레어. 할머니의 첫사랑 찾기가 마음에 안 들지만 어쩔 수없이 따라나선 손자 찰리. 그리고 그들과 동행하게 된 소피. 그들의50년 전 사랑 찾기는 성공할까? 그리고 소피에게는 새로운 사랑이 찾아올까?,,,,,,,,,,,,,,,
2010,75464,레퓨지,드라마,프랑소와 오종,이자벨 까레, 루이스-로넌 초이시, 피에르 루이스-칼릭스트,파리의 고급 아파트에서 아름답고 젊은 연인 ‘무스’와 ‘루이’가 헤로인을 맞고 있다. 다음 날 아침, ‘루이’의 엄마는 마약 과다 복용으로 이미 시체가 된 ‘루이’와 혼수 상태에 빠진 ‘무스’를 발견한다. 깨어난 ‘무스’는 ‘루이’의 죽음과 자신이 임신이라는 소식에 충격에 빠진다. 절망한 무스는 파리를 떠나 한적한 해변가 마을에서 홀로 지내기로 한다. 몇 달 후, ‘루이’의 동생인 ‘폴’이 그녀의 은신처를 찾게 되고, ‘루이’와 ‘아기’의 존재로 연결된 두 사람의 관계에 변화가 일어나기 시작한다.,,,,,,,,,,,,,,,
2010,49726,렛 미 인,드라마, 판타지, 공포, 미스터리,맷 리브스,코디 스밋 맥피, 클로이 모레츠, 리차드 젠킨스,뉴 멕시코의 어느 마을에 갑작스럽게 벌어진 의문의 살인 사건. 그날 밤 한 소녀와 남자가 이사를 온다. 겨울밤 외톨이 소년 오웬(코디 스밋-맥피)은 옆집으로 이사 온 어딘가 묘한 분위기의 소녀에게 처음으로 사랑에 빠진다. 천사의 얼굴과 아이의 마음을 가진 소녀 애비(클로이 모레츠). 하지만 서서히 그녀의 엄청난 괴수 본능이 드러나는데... 살기 위해 피가 필요했고, 자신을 지켜줄 사랑이 필요했던 12살 뱀파이어 소녀. 그런 그녀를 위해 피를 구하는 이제는 늙고 지쳐버린 남자 토마스(리차드 젠킨슨)는 “애비 미안해”라는 글귀가 적힌 편지를 남기고 스스로 목숨을 끊는다. 그녀가 머물면 모두가 죽을 것이다. 오웬은 이제 선택해야만 한다! 12살 뱀파이어 소녀, 의문의 살인범과 소년에게 숨겨진 슬프고도 충격적인 이야기. 그들에게 숨겨진 이야기는 과연 무엇일까…?,,,,,,,,,,,,,
2010,72646,로드 넘버 원,전쟁, 드라마, 멜로/로맨스,이장수, 김진민,소지섭, 김하늘, 윤계상,6.25 전쟁이라는 역사의 폭풍우를 견디고 피어난 들꽃 같은 사랑 이야기를 그린 드라마,,,,,,,,,,,,,,,
2010,71070,로마에서 생긴 일,멜로/로맨스, 코미디,마크 스티븐 존슨,크리스틴 벨, 조쉬 더하멜, 윌 아넷,얼굴은 V라인, 몸매는 S라인, 자타공인 패셔니스타, 유서 깊은 구겐하임 미술관 큐레이터 베스는 누가 봐도 잘 나가는 뉴요커! 그러나 완벽할 것 같은 그녀에게도 말 못할 한가지 비밀이 있었으니… 운이 없으면 뒤로 넘어져도 코가 깨진다더니! 뉴욕에서 꼬인 팔자 그 어디에 간들 안 꼬일까. 하나밖에 없는 여동생 결혼식은 왜 하필 로마인 거냐고!! 에잇 온 김에 ‘사랑의 분수’에 소원이나 한번 빌어볼까? “신이시여, 저에게도 운명적 사랑 하나 점지해주소서~” 헉, 근데 이건 또 무슨 운명의 장난? 재벌남, 거리의 마술사, 화가, 훈남 기자, 왕자병 모델까지!! 오 마이 갓!! 어디 있다가 갑자기 한꺼번에 나타난 거야?! 분수에서 동전 몇 개 주웠을 뿐인데!!!! 과연 로마에서 불가능한 소원은 있다? 없다!,,,,,,,,
2010,105517,로봇찌빠,애니메이션, 코미디,강명구,전태열, 서지연,명랑 만화의 화려한 귀환. 1974년 '소년중앙'에 연재를 시작, 30여 년이 넘게 어린이들에게 폭발적인 인기와 사랑을 누려온 인공지능 로봇 '로봇찌빠'가 TV를 통해 여러분을 찾아간다. 지금은 부모 세대가 된 3, 40대들의 꿈과 희망을 키웠던 만화 '로봇찌빠'가 이제는 그들의 자녀인 어린세대들에게 첫 선을 보이게 된 것이다. '로봇찌빠' 애니메이션은 '아기 공룡 둘리' 이후 명랑 애니메이션의 맥을 잇는 첫 선두주자가 되었다.,,,,,,,,,,,,,,,,
2010,65994,로빈 후드,액션, 드라마,리들리 스콧,러셀 크로우, 케이트 블란쳇, 막스 폰 시도우,13세기 영국. 평민 출신이지만 뛰어난 활실력을 가진 로빈후드는 리처드 왕의 용병으로 프랑스 전투에서 대활약을 펼쳐 왕의 신임을 받지만, 전투 중 리처드 왕이 전사한다. 리처드 왕에 이어 왕위에 오른 존 왕은 폭력적이고 탐욕적인 통치로 오랜 전쟁 후유증을 앓는 영국을 더욱 피폐하게 만든다. 국민들은 가난과 폭정에 시달리고 영국에는 모든 자유가 사라진 것. 전쟁 후 고향으로 돌아온 로빈후드는 이 모든 참담한 상황 속에서 자신의 돌아가신 아버지가 자유를 위해 왕권에 도전하다 처형당했다는 사실을 알게 되고, 동료들과 함께 부패한 존 왕에 맞서게 되는데… 왕의 충성스러운 군인에서 왕의 반역자로. 그리고 세상의 영웅이 된 남자 로빈후드. 2010년 5월, 거대한 스펙터클이 세상을 뒤바꾼다!,,,,,,,,,,,,,,
2010,53061,리미츠 오브 컨트롤,범죄, 드라마, 미스터리, 스릴러,짐 자무시,이삭 드 번콜, 알렉스 데스카,공항에 들어선 한 남자. 그를 기다리던 두 사람은 남자에게 성냥갑 하나를 건네고, 스페인에서의 끝을 알 수 없는 임무를 지시한다. 그렇게 남자는 말도 통하지 않는 스페인에서의 여정을 시작하고 언제나 까페에 앉아 두 잔의 에스프레소를 시킨다. 그런 그에게 접근하는 사람들. 그들은 자신에 대한 어떤 소개도, 남자가 해야할 일에 대한 어떤 설명도 하지 않은 채 악기, 영화, 슈베르트, 다이아몬드, 분자 등 오직 자신들의 관심사에 대해서만 이야기하다가 성냥갑 하나를 남기며 사라진다. 그리고 남자는 그 성냥갑으로 다음 사람과의 만남을 이어가는데...,,,,,,,,,,
2010,72666,리키,드라마, 판타지,프랑소와 오종,알렉산드라 라미, 세르기 로페즈, 멜루신 메이얀스,7살짜리 딸 '리자'와 단둘이 생활하던 싱글맘 ‘케이티’(알렉산드라 라미)는 '파코’(세르지 로페즈)’와 사랑에 빠진다. 이 평범한 두 남녀는 사랑의 결실로 비범한? 아기 ‘리키’를 낳는데… 리키의 비밀… 그리고 리키의 운명은?,,,,,,,,,,,,,,,,,
2010,47408,리틀 디제이,멜로/로맨스,나가타 코토,카미키 류노스케, 후쿠다 마유코,타마키는 신청곡이나 사연이 담긴 엽서 한 장 오지 않는 심야 프로그램 라디오 PD이다. 덕분에 청취율의 문제로 프로그램이 개편되며 1달간 휴가를 가지게 된다. 지친 타마키는 우연히 자기를 라디오 PD로 만들어 준 작은 소년의 추억을 떠올린다. 타마키가 불의의 사고로 병원을 찾게 되던 중학교 2학년의 여름, 병원 내 점심 방송을 담당하는 모든 사람들을 행복하게 해주던 DJ 타로. 덕분에 타마키 역시 힘든 병원 생활을 이겨나가게 되며 타로와 타마키는 아름다운 추억을 만들어 가는데..,,,,,,,,,,,,,,,,,,
2010,51919,리틀 애쉬: 달리가 사랑한 그림,드라마,폴 모리슨,자비에 벨트란, 로버트 패틴슨, 매튜 맥널티,스페인 마드리드의 대학에 진학한 18살의 살바도르 달리는 후일 각각 스페인의 거장 시인과 영화감독으로 이름을 남길 페데리코 가르시아 로르카와 루이스 부뉘엘을 만나게 된다. 달리의 천재성과 독특함은 두 사람의 시선을 끌게 되고 그들은 함께 우정을 나눈다. 변화의 바람이 거세게 불던 시대 속에서 그들은 자신만의 예술 세계를 이루기 위해 힘쓰고, 특히 달리와 로르카는 서로의 작품에 영감을 주며 더욱더 가까워진다. 그러던 어느 날, 달빛이 빛나는 호수에서 두 사람의 우정은 조금 다른 의미로 변하게 되는데…… 영화제 소개글. 변화의 바람이 불고 있던 1922년 스페인 마드리드, 18살의 살바도르 달리는 대학에서 페데리코 가르시아 로르카와 루이스 부뉘엘을 만나게 된다. 살바도르 달리의 천재성과 독특함은 두 사람의 시선을 끌게 되고 그들은 함께 우정을 나눈다. 한치 앞을 알 수 없는 격동의 시대 속에서 그들은 자신들의 신념과 예술을 위해 힘쓰고, 달리와 페데리코는 서로의 작품에 영감을 주며 더욱더 가까워진다. 그러던 어느 날, 빛나는 호숫가에서 두 사람에게 우정의 의미는 좀더 다른 것으로 변하는데… 시대를 풍미한 초현실주의 화가 살바도르 달리의 유년 시절을 그린 작품. 변화의 바람이 불던 1922년 스페인 마드리드를 배경으로 예술과 사랑을 탐닉한 달리, 그리고 그에게 큰 영향을 끼친 그의 친구들의 깊은 우정과 사랑을 격정적으로 그려냈다. &amp;lt트와일라잇&amp;gt의 히어로 로버트 패티슨이 열정적인 예술가로 변신한 모습도 주목할 것.,,,,,,,,,,,,
2010,50739,마녀의 관,판타지, 공포,박진성,정승길, 임지영, 황택하,영화감독이 여배우에 대한 강박증, 신학교에서 일어나는 일을 그린 연극, 장님 연주자를 통해 본 마녀의 환상성을 보여주는 3가지 에피소드로 이뤄진 옴니버스. 러시아 작가 고골의 &amp;ltVIY&amp;gt를 각색하여 만든 공포 연대기. 1부에서는 영화감독P가 박피디와 함께 배우를 캐스팅하고 촬영하는 과정에서 느낀 이상한 감정을 다루고 있다. 2부는 연극무대를 통해 등장하는 러시아 이야기이고, 3부는 일본 공포를 각색했다. 박진성 감독은 &amp;lt기담&amp;gt의 시나리오 작가이기도 하다(This movie is a horror chronicle adapted from Russian author Gogol’s VIY. Act one describes the strange feelings of director P and producer Park while casting and shooting. Act two is about a story of Russia in the theater, while Act three dramatizes Japanese horror stories.) chapter 1&amp;gt 고골 원작의 &amp;ltVIY&amp;gt를 영화화해야하는 젊은 영화감독 P는 오디션을 통해 뽑은 신인여배우가 어쩐지 불길하다. P는 그녀의 지나칠 정도로 완벽한 재능을 알 수 없는 이유로 자신에 대한 적개심이라고 해석하게 되는데... chapter 2&amp;gt 19세기 키예프의 신학생 호마는 들판에서 마녀를 만나 때려죽인다. 기구한 사연으로 영주의 딸 시신 옆에서 사흘 동안 기도문 낭독을 하게 된 호마. 호마는 이 젊은 아가씨의 시신이 마녀인 것을 알지만 기도문 낭독을 거부할 수 없다. chapter 3&amp;gt 오브리 밴드 뮤지션인 시각장애인 앙리박은 요즘 매우 행복하다. 젊은 연극인들을 소개받아서 밴드 일이 끝난 후 극단 음악 감독으로 활동하기 때문이다. 자신의 음악을 완벽하게 이해하고 사랑해주는 예술가 친구들을 얻은 앙리박. 그러나 그의 뒤를 미행한 룸메이트는 극단 연습실을 엿보다 소름끼치도록 무서운 비밀을 목격한다.,,,,,,,,,,,,,
2010,73301,마루 밑 아리에티,애니메이션, 판타지,요네바야시 히로마사,시다 미라이, 카미키 류노스케, 미우라 토모카즈,10cm 소녀 아리에티, 마루 위 인간 세상으로 뛰어들다! 교외에 위치한 오래된 저택의 마루 밑에는 인간들의 물건을 몰래 빌려 쓰며 살아가는 소인들이 살고 있다. 그들 세계의 철칙은 인간에게 정체를 들키면 그 집을 당장 떠나야 한다는 것! 14살이 된 10cm 소녀 아리에티는 부모님의 도움 없이 홀로 마루 위 인간 세상으로 뛰어든다. 빨래집게로 머리를 질끈 묶으면 작업 준비 완료! 작업 첫 날, 인간 소년 쇼우에게 정체를 들키다! 첫 작업 목표는 각설탕. 생쥐와 바퀴벌레의 방해 공작에도 무사히 주방에서 각설탕을 손에 넣은 아리에티는 두 번째 목표인 티슈를 얻으러 간 방에서 저택에 요양을 온 인간 소년 쇼우의 눈에 띄게 된다. 인간은 무서운 존재라고 생각했던 것과 달리 쇼우의 다정한 모습에 조금씩 마음을 열기 시작한 아리에티. 마루 밑 세계의 규칙을 어기고 쇼우에게 다가가던 어느 날, 아리에티 가족에게 예기치 않은 위험이 찾아온다.,,,,,,,,,,,,,,
2010,75445,마마 앤드 파파,드라마,장태령,김진아, 박정은, 유하은,아내의 출산비용을 마련하기 위해 아끼던 암소 판돈을 처남 만수에게 몽탕 털린 민철은 결국 아내의 병원비를 마련하려고 악질 사채업자 덕칠의 사채를 빌려 눈덩이처럼 불어나는 이자와 원금을 면하지 못하자 처자를 두고 고향을 떠난다..  고향에 아이들과 홀로 남은 아내는 사채업자 전주 강민달에게 집과 전답을 빼앗기고 지병을 얻어 어린 세 자매를 남긴채 원통하게 죽는다. 한편 고향소식을 뒤늦게 알게 된 민 철, 사채업자 덕칠과 전주 강민달 일당의 계획적인 수법에 전답을 빼앗기고 아내마저 죽은 사실을 뒤늦게 알게 된 후 어리석었던 자신을 후회하면서 강민달 일당을 찾아가 칼부림을 하게 되는데.. 고향에선 엄마아빠 없이 이웃들의 보살핌 속에 살아가던 민철의 세 딸들...  큰딸 지영은 아무것도 눈치 채지 못하고  큰 외삼촌의 꼬임에 의해 봉제공장에 들어가 주야로 열심히 일을 하나 이미 월급을 1년 치나 선불 받아 가로챈 큰 외삼촌. 그리고 외삼촌 식구들의 갖은 구박 등으로 온갖 고초를 당한다.  그러나 희망을 일치 않고 고아원에 맡겨진 어린 동생 지수, 지아를 데려와 함께 살기 위해 열심히 살아가며 틈틈이 수기를 작성하는데 이러한 사실이 유명한 배우에게 알려져 지영이의 이야기가 세상에 알려지는데...,,,,,,,,,,,,,,,,
