6658,공조1보다 훨씬 볼거리가 많았고스토리며 연기며 영상미까지 최고시간 가는줄 모르고 빠져들었어요,1
6659,정말 액션이랑 재미 두마리 토끼 다 잡은데다 현빈 다니엘 윤아 비주얼까지 훌륭한 배우들 열연으로 눈호강까지 제대로 잘했습니다. 정말 돈 1도 아깝지 않고 간만에 정말 재밌게 본 영화였습니다 공조3도 제발 나와주세요 기대할게요,1
6660,한국이 배경이라는 생각을 버리고 홍콩 르와르 영화라고 생각하고 본다면 액션 연기 훌륭하다고 봄.,1
6661,꿀잼 진작 회항하지 답답하네,1
6662,잼있게 봤는데 평점이 낮네?,1
6663,아까까지 서로 싸우던 적이 악마 몇마리 튀어나외서 영혼 삼키니까 갑자기 같이 싸우는 거 너무 어이없고... 주인공 보다 아버지나 어머니가 더 인상 깊었네요.,0
6664,공조1보다 재밌어요~멋있음. 멋있음,1
6665,간만에 광대 아프게 웃었습니다. 영화 처음부터 끝까지 웃음 끊이지 않아.,1
6666,사자가 어디서 나올지 몰라서 계속 긴장하면서 봄,1
6667,박정민 연기만 좋았넹요ㅠㅠ스토리 너무 재미없고 루즈해요ㅜㅜ시간 너무 아깝네요…,0
6668,손오공과 베지타가 아닌 피콜로와 손오반의 이야기라 옛추억이 살아나며 좋았다.,1
6669,조금만 영화를 성의있게 만들어주면 안되나?,0
6670,환상적인 영상미와 분위기를 압도시킨 음악이 그냥 날 빠져들게 만들었다. 뻔한 이야기임에도 감동받아 눈물 몇방울 흘렸다. 영화관에서 봤다면 박수치면서 나왔을 듯.,1
6671,액션영화가 너무 사람 외모가지고 놀려믄게 썩 보기 좋지가 않다. 각본단계에서 윤아의 비중을 늘려주려고 애쓴 티가 너무 난다.,0
6673,개봉때 보고 21년만에 봤는데 다시봐도 재미있네요 굿입니다.,1
6674,7광구와 클레멘타인을 본 적 없지만 영화사에 길이남을 그 명작 두 편을연속으로 시청한 기분이었다 감동의 도가니 오늘 밤엔 잠이 오지 않을 것 같다,1
6675,아역배우들의연기가너무휼륭하고좋다,1
6676,너무재미가없고전편보다못하다실망이다,0
6677,에오스몬과 마지막 전투 때 메노아에게 말한 대사가 맘에 와닫았다.'너의 선택은 틀리지 않았어.하지만 그 선택들 뒤에 어떤 일이 기다린다고 해도 우리는 우리가 선택한 길을 살아내야만 해.',1
6678,영화를 본후.전문가들의 평점을 다시 본적은 처음이다.앞서 말하자면 이영화는 개인적이지만 평점테러를 당한 영화같다. 혹자의 평가이지만 감독이주는 메세지나 철학을 꿰뚫어 보고싶게 만든 내인생의 최초의 재난영화인듯 싶다. 초반이주는 긴장감은 가히 극찬할만큼 높은 수준이며 중반에서 후반부로 넘어갈때 나의 감성을 긁어 상쾌함을 주는 부분은 다소 아쉽다.그럼에도 불구하고 이 영화에 10점을 주는 부분은 이영화는 시대반영적 요소가 깊다.이시대는 각자 자기가 놓인 위치에서 최선을 다해야 우리가 알고있는 권선징악에 미친다는 것을 감독은 일깨워주고자하는 메세지를 주려하는것같다.저명한 영화제에 초대받음은 좋은 배우나 좋은기술력이 뒷받침 돼겠지만 감독의 메세지를 사려깊게 꿰뚫어보는 관객의 수준도 필요하리라 본다6점대의 싸구려로 치부돼기엔 너무 아까운 영화라고 판단된다.이상!이병헌배우님.기내진상연기배우님.임시완배우님.송강호배우님의 연기순서로 박수를 보냅니다,1
6679,감독과 배우 캐릭터 둘 다 공감능력 부족이 아닌가 싶음,0
6680,나오미스콧의 목터지는 스피치레스 듣고 울지 않을 수 없었다,1
6682,억지든 안어울리든 말든 스토리가 어떻든그래도 감동이 느껴진다는 영화인 것만 알려드리고 싶다 코로나로 피폐해진 마음에 한줄기 감동을 느끼게해준 영화,1
6683,잘 우는 편은 아닌데 보고 눈물 맺혔어요,1
6684,감독이 딸이나 마누라한테 좀 억한 심정이 있나? 딸들이 심하게 발암 캐릭이네 ~,0
6685,너무 신나고 즐거웠습니다 ^ ^,1
6686,하정우? 응믿거 반미종북사상이 너무 강해서 북한영화인줄 알았는데 2.0.1.8.년.산이네 여윽시,0
6687,초반엔 긴장감도 있고 중반엔 사실적인데 막판에 K신파로 대미를 장식함,0
6688,아니 진짜 웃다가 미치는줄 ㅋㅋㅋㅋ갑분교!! 번달번줌!!! 곽동연 복권 긁는 장면 역대급ㅋㅋㅋㅋ요즘 영화 중에 제일 재미있어요,1
6689,최악의 영화. 쓸데없는 대배우들 출연. 전도연 문숙은 왜 출연햇는지.,0
6690,2022년 영화중 최고다,1
6691,피콜로 팬으로서 그의 엄청난 파워업에 보고 기분이 좋아졌다,1
6692,보는 내내 행복했다... 여러가지로ㅎㅎ여러분 꼭 보세요! 절대 후회 안 합니다!!,1
6693,난해한 스토리... 음...,0
6694,올 3D라 연출의 생동감이 더욱 살아난다!!,1
6695,맞아 이런 영화가 너무 보고싶었어,1
6696,현실에 찌들었는지 많이 지금 보니 많이 오글거리긴 하네요. 그래도 초등학교땐가 개봉당시는 감성 영화로 기억.,0
6697,너무 재밌었음. 믿고봐도 후회는 없을 영화인데 심장 쫄깃쫄깃.근데 평점테러 오지네 ㅋㅋ,1
6698,스릴러인데 지루함 넘버원 영화로 니콜 키드먼 없었으면 중간에 포기할 수 밖에 없는 영화.,0
6700,너무나도 현실적인 이야기어서 공감하면서 봄.별거아닌것처럼 보이는거여도 문제가 생기면 일상이 이렇게 심하게 흔들린다는게 너무 무섭고 서글펐음 인생은 너무 힘든것같다 개인적으로 오랜만에 돈이 아깝지않은 영화였음,1
6701,주연배우 수상경력ㅡ아카데미 여우조연상ㅡ칸 여우주연상ㅡ에미상 남우주연상ㅡ미친캐스팅이네,1
6702,1편보다 아쉽지만 볼만함,1
6704,뭐지? 점수도 주고싶지 않다ㅠ 점수평 0점..그나마 강동원 정우성때문에 참았다 ㅡ,0
6705,저는 개인적으로 킬링타임으로 너무 재밌고 유퇘하고 재밌었어요! 무족건 추천해요!,1
6706,가볍게 볼수있어서 재밌어요 시작은 좋았는데 끝으로 가면 너무 전개가 빠르게 마무리됨,1
6707,이 영화보고 한효주 씨가 좋아졌어요. 연기하면서 얼마나 힘들었을지 그 고통이 전해졌습니다.. 하지만 내용은 뭐랄까. 제목답게 한효주 씨가 예인으로서의 기생으로 살면서 고통도 예술로 승화시키는 쪽으로 갔으면 훨씬 더 예술적인 작품이 되지 않았을까 싶네요. ‘해어화’라는 제목이 아까워요.,0
6710,공조3도 개봉하겠구나~,1
6712,재개봉해서 처음으로 봤는데 명작이네요. 작품성에 비해 관객수가 왜 86만명 밖에 안되는지 모르겠네요 재개봉 기준 관객수인가,1
6713,진짜 영화 수준이..보다가 짜증이 확..올라오네요.일류 배우이류 연출삼류 스토리,0
6714,진정한 서민 대통령.. 그리고 나의 사랑하는 대통령.. 앞으로는 더 없을 대통령,1
6715,진심 감동과 역지사지..이기심으로 똘똘뭉친 사회에 일침입니다.마지막..영상통화씬에서 오열했네요ㅜㅠ내 가슴속에 명작 한편!,1
6717,애새기 말 듸지게안들어요,0
6718,그래서 사랑하는 사람을 어디까지 믿어야 하는 걸까.. ㅎㅎ,1
6720,세상엔 참 별의별 사람들이 다 있구나..,1
6721,재즈가 뭐라고 생각하세요? / 으음... 샤빱뚜비두바? / 아니? (한여름밤의 재즈를 튼다),1
6722,무서워서 보다가 지렸습니다,1
6724,천리길도 한 걸음부터..,1
6725,"홍번구 감독이 진짜 맞나.. 액션, 연출, 각본 모두 통틀어서 성룡의 30년 전 영화보다도 못하면 어쩌자는거지..",0
6726,오랜만에 코미디 장르 영화관에서 봤는데 많이 웃고 갑니다 나사빠진 듯한 연출과 전개가 골때림 배우분들이 너무 찰지게 잘 살림,1
6728,너무재밌게 봤어요! 1편보다 더 재밌어요 진짜,1
6729,원래 평점 안쓰는데 존잼 ㅋㅋ 안보면 후회함 ㅋㅋㅋ,1
6730,김호중천재가수의 영화는 진솔하고 감동적이며 ost는 영혼을 두드리는 천상의목소리로 힐링의 시간이었습니다 너무 재미있고 또 보고 싶어요매우 만족하며 보시길 추천합니다,1
6731,"참된 사실을 안다고, 진실을 모두 아는 것은 아니다.",1
6733,"감독,스텝,배우이 영화에 참여한 모두가 속아서 촬영한거라고 믿고 싶다.왜 아직도 이런 OOO기 같은 영화가네이버 에 버젓이 올라와 있나??평점8.3??",0
6734,임시완때문에 별2개라도 줬다. 진짜 누구말대로 임시완까지만 겁나 재밌;;,0
6735,정말 재밌게 봤습니다 -!,1
6736,경찰시험을 어떻게 붙은건지가 의문.. 여배우들의 연기가 아까움,0
6737,교통사고신이나 비행기 추락신등 촬영기법은 굉장히 흥미롭다. 하지만 그뿐. 개연성도 부족하고 솔직히 말해서 좀 허접하다. 이사람이 더킹이나 관상을 만든 감독이 맞나 싶을정도…,0
6738,나오미 스콧과 윌스미스가 다했다,0
6739,와 이게 영화냐 회사 돈 남아도니,0
6741,깜짝 놀라는 장면이 2번 나오는데 정말 놀랐습니다.,1
6743,미니언즈의 귀여운지 다 했다!,1
6744,처음부터 끝까지 보면서 행복했다,1
6745,리얼이후로 간만에 보는 망작. 감독이 넷플돈으로 하고싶은거 다하고 시원하게 밀아드셨고만.차라리 그나마 재능있는 스턴트감독을 해라 여러사람 민폐주지말고..,0
6746,결말이 내스타일이 아닐뿐 열린결말 좋아한다면 추천,1
6747,영화 너무 잘 만들었어요...왜 칸에 초청받았는지 알겠더라구요....연기 연출 스토리 뭐하나 부족한게 없었구요...화려한 카메오 출연도 볼만했습니다....강추합니다,1
6748,긴장감도 있고 스토리도 좋고 난 개인적으로 잼있게봤음!!,1
6750,그당시의 미국의 청취와 관객들의 미모도 같이 감상할 수 있는 영화!,1
6751,평점이 왜 낮은지ㅠㅠㅠ2부 기다려져용!!,1
6752,1편 보다 못한듯 볼거릴는 좋은데 웃음은 영...,0
6753,소설 이방인을 보면서 이해가 안 갔던 사람에게는 비추천,0
6754,"진짜 쓰레기 영화중 최고. 별반개도 아깝다. 아무리 영화지만 국가중요시설에 경비인력도 별로 없고, 네이비씰은 90분대기조 인가? 그냥 허무맹랑한 내용 어정쩡한 신파 그냥 쓰레기 영화.",0
6755,현빈다니엘헤니유해진의케미가재미있었어요,1
6757,냉혹한 현실은 차마 보여줄 수 없었던 미화된 죽음.,1
6758,"다들 진지하고 부앙부앙 다 깨지고 부수는 영상을 기대해서 그런가.. 예고부터 유머 섞는다고 했었고 스토리 흐름 맘에 안드는 제인의 토르화도 떡밥회수 잘 했고 신의 타락과 네크로멘서의 선택, 중간에서의 토르의 역할도 좋았고 마무리까지 격없고 사랑있는 신과 백성 다른인종들의 조화가 좋았음.마지막에 묠니르의 순정도 좋더라묠니르는 배신도 아니고 제인이 좋았던 단순한 이유가 아니라 아스가르드를 지키기 위한 선택인것 같음. 묠니르 여기저기 다 들려서 실망했는데 좋은망치였음",1
6759,너무나 감동적인 인생영화입니다.,1
6760,평점낮은게 이해가안가서 처음으로 평점남겨요임시완 배우님 극중에서 죽은게 더 현실적으로 느껴지고 시위든.. 실제 많은 사람들의 위기시에 나타나는 이기심등.. 차 사고나 비행기 돌아가는부분의 카메라 연출도 그렇고 무튼 아주 재밌게 봤습니다ㅎㅎ,1
6761,억지웃음 유발에 스토리도 개판,0
6762,사랑으로 구원 받는 타노스,1
6763,반려견이 곁을 떠난지 4주 정도 되었습니다. 베일리가 하는 질문? 단순하면서도 깊이 있게 마음을 울립니다. 영화마지막에 베일리가 해주는 말이 참으로 와닿내요. 베일리가 우리 사람들에게 어떻게 살아야하는지 알려준 제 인생작.. 울다가 웃다가 슬퍼하다 기뻐하다가 .. 무지개 다리 건넌 아이가 저한테 잘 살라고 하늘에서 보내준 영화 같아요. 만들어주신 모든 분들께 너무 감사해요...,1
6764,개재밋다 진심 진짜 현진 다니엘헤니 윤아 다 지린다,1
6765,김호중 가수의 인생은뷰티풀:비타돌체 가수의 음악세계관과 추구하고자하는 음악에대한 고민이 그대로 전해져 진솔하고 감동적임영화에서 부르는 노래는 마음을 울리는 천상의 목소리입니다,1
6766,평점 믿지 말것. 재밋음,1
6767,영화관에서 숨 멎을뻔했다,1
6768,"올해 본 영화중 가장 최고였음. 연기력이야 말할것도 없는 배우들이고, 코믹과 진지함과 잘생김까지 10점만점에 10점.",1
6769,킬링 타임용으로는 최상급. 집에서 심심할 때 넷플릭스 켜놓고 보기 딱 좋은 수준. 스눕 독과 스콧 애킨스 캐스팅이 신의 한 수. 중간중간 살짝 지루한 부분도 있지만 이제 기본 세계관 설명은 끝났으니 속편이 나온다면 좀 더 시원시원한 전개를 기대해볼 수 있을 듯.,1
6770,재밌어요!!!너무 만족합니다,1
6771,딕 체니의 일대기를 미화 군더더기 없이 풀어내다.,1
6772,"1은 단순해도 이야기가 꽉 차 있었는데, 2는 이것저것 화려한걸 잔뜩 집어넣고 복잡한데도 이야기가 텅 비어있어서 실망했어요..",0
6773,결과가 중요한가 과정이 중요한가,1
6774,가슴이 웅장해집니다.,1
6775,역시는 역시입니다..,1
6777,연기구멍이 없어서 보는데 불편함이 없었고 중간중간 대사가 안들리는감이 있다 불편한 정도는 아니라서 괜찮음,1
6778,디즈니 영화중에 제일 재미 없는영화로 자신있게 꼽을수있음,1
6779,셀이 완전체처럼 멋잇게 나왓으면 좋앗을텐데그냥 덩치큰 괴물 이라 많이아쉽네 오반이 초각성해서 그냥이기는거같앗는데 피콜로가 억지스토리 만든것도 좀 그렇고 암튼 볼만햇어요,0
6780,햐 이걸 스토리라고~~시간이 아깝다,0
6782,색감도 화려하고 노래가 나와서 너무 즐거웠어요,1
6783,절제된감성뇌리에박힌강렬한무엇,1
6784,1탄2탄 다 잼나게 봤어요~^^요즘 웃을일 없는데 기분좋게 봤네요,1
6785,킬링타임 굿 잘 봤어요,1
6786,각종 bgm이 처음부터 끝까지 나오나? 중간에 듣기 도저히 거북하고 bgm때문에 몰입안되서 끊었다,0
6787,여배우들 연기는 대박...,1
6788,무한연료 대단하다. 이러니 쿠팡에서 보여주지,0
6789,가볍게 보기 딱 신파없고 잼씀 볼만ㅋ,1
6790,극장판 챙겨보는데 이번에는 기대안하고 봤는데 시간가는줄 모르고봤어요. 재미도 있고 감동도 있고 드래곤볼 팬분들은 영화관사운드로 즐기시길 추천드려요!ㅎㅎㅎ 다음 극장판도 빨리 나왔으면 좋겠습니다:),1
6791,낭만이라는 단어 하나만으로 모든 게 설명 가능한 영화.,1
6792,글쎄 뭐 이런 스토리의 사랑에는 별로 감흥이 없어서...그냥 불륜 치정극을 영화적 요소로 다시 만든 버전 정도..,0
6794,걍 아무 생각없이 보셈. 분석하고 예측하려는 순간 재미없어질수도..,0
6795,진짜 보다가 오백번 나갈까 고민함...아직도 이런영화를 홍보해서 벌어먹고 사는구나...,0
6796,기독교적 선문답을 SF의 서사로 풀어나간 영화. 트리오브라이프를 기억한다면 브래드피트의 작품 선택 기준 가운데 한 장르를 이해할수있을듯.,1
6797,"평점 낮은게 너무 아쉽네요ㅜㅜ배우들도 훌륭하고, 스토리도 좋습니다.새드엔딩을 싫어하지만 완벽했다고 생각됩니다ㅠ",1
6799,액션 더 좋아짐 굿 참깨라면 맛있겠다,1
6800,와.. 진짜 미쳤어요 눈호강 제대로 했어요 ㅠㅠ 스토리도 너무 재미있어요!!!,1
6801,"어떤 일도 좋은 거 나쁜 거 반 씩 붙어있다. 원하는 결과는 못 얻었지만, 잘 싸워서 이 사실을 확인했다. 이것만으로도 내일을 살아가기 위한 힘을 얻지 않았을까?",1
6802,너무 재밌습니다ㅠㅠ3 도 나와주세오!!!!,1
6803,말도 안되는 부분도 있지만 나름 쫄깃하고 재미있다.,1
6804,가볍게 보기 좋은 영화였음,1
6805,독일어 장면에서 진짜 숨이 안셔졌네 ㅋㅋㅋㅋ,1
6806,전작보다 는 볼거리가 많아서 좋았음,1
6807,7세랑5세 아이들과 같이 봤어요 5세아들은 고양이가 무섭다고 했지만 저까지 집중해서 봤습니다 감동이고 뭔가 알짠 스트리였어요 재밋엇습니다,1
6808,난 영화 재미있게 봤는데,1
6811,2022 최악의 영화... 어이가 없음,0
6812,가족.. 새로운 가족.. 미혼모에 대한 생각.. 모두 할 수 있었습니다.,1
6814,몇 번을 다시 보며 울기도 하고 웃기도 하는 그런 영화.,1
6815,다 비슷한 생각이네. 성지루와 한혜진...,0
6817,부산행 0.8% 비행기버젼,0
6818,빵빵터지다 왔어요 넘 재밌음,1
6821,낭만적이지만 내용은 없었다 (영화가 맞나),0
6822,화장실갈틈없이 집중하고 잘봤어요 역사적인 영화라 더 뜻이 깊음,1
6823,인생은 뷰티플배경도아름답고 김호중그가 살아온길이보이더군요노래실력는 말할것도없고 음량멋지고 가수님도멋져황홀했어요,1
6824,"참 오글거리는 대사들 향연인데,,, 듄 볼 때는 주인공 응원 안 했는데, 왜 Maverick은 응원하게 될까?ㅎ스크린 안에서 아무리 차 체이싱을 하든, 아무 것도 못 느꼈는데, 이 비행은 화면을 뚫고 나한테도 전달됐다. 특히, 탈출씬은.듄보다 주인공의 고민이 더 진실되고 와닿는다. 올드 보이의 숙성된 고민들.",1
